target,safe_name,batch_result_present,summary_artifact_present,summary_artifact_valid,batch_mismatched_fields,summary_mismatched_fields,field_mismatch_count,validation_passed,summary_artifact_path
core::sync::atomic::Atomic::store,core__sync__atomic__Atomic__store,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__store/summary.json
core::sync::atomic::Atomic::swap,core__sync__atomic__Atomic__swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__swap/summary.json
core::sync::atomic::Atomic::try_update,core__sync__atomic__Atomic__try_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__try_update/summary.json
core::sync::atomic::Atomic::update,core__sync__atomic__Atomic__update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__update/summary.json
core::sync::atomic::AtomicBool::as_ptr,core__sync__atomic__AtomicBool__as_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__as_ptr/summary.json
core::sync::atomic::AtomicBool::compare_and_swap,core__sync__atomic__AtomicBool__compare_and_swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__compare_and_swap/summary.json
core::sync::atomic::AtomicBool::fetch_not,core__sync__atomic__AtomicBool__fetch_not,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__fetch_not/summary.json
core::sync::atomic::AtomicBool::fetch_update,core__sync__atomic__AtomicBool__fetch_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__fetch_update/summary.json
core::sync::atomic::AtomicBool::from_mut,core__sync__atomic__AtomicBool__from_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__from_mut/summary.json
core::sync::atomic::AtomicBool::from_mut_slice,core__sync__atomic__AtomicBool__from_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__from_mut_slice/summary.json
core::sync::atomic::AtomicBool::from_ptr,core__sync__atomic__AtomicBool__from_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__from_ptr/summary.json
core::sync::atomic::AtomicBool::get_mut,core__sync__atomic__AtomicBool__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__get_mut/summary.json
core::sync::atomic::AtomicBool::get_mut_slice,core__sync__atomic__AtomicBool__get_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__get_mut_slice/summary.json
core::sync::atomic::AtomicBool::into_inner,core__sync__atomic__AtomicBool__into_inner,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__into_inner/summary.json
core::sync::atomic::AtomicBool::try_update,core__sync__atomic__AtomicBool__try_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__try_update/summary.json
core::sync::atomic::AtomicBool::update,core__sync__atomic__AtomicBool__update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicBool__update/summary.json
core::sync::atomic::AtomicI16::as_ptr,core__sync__atomic__AtomicI16__as_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__as_ptr/summary.json
core::sync::atomic::AtomicI16::compare_and_swap,core__sync__atomic__AtomicI16__compare_and_swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__compare_and_swap/summary.json
core::sync::atomic::AtomicI16::fetch_update,core__sync__atomic__AtomicI16__fetch_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__fetch_update/summary.json
core::sync::atomic::AtomicI16::from_mut,core__sync__atomic__AtomicI16__from_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__from_mut/summary.json
core::sync::atomic::AtomicI16::from_mut_slice,core__sync__atomic__AtomicI16__from_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__from_mut_slice/summary.json
core::sync::atomic::AtomicI16::from_ptr,core__sync__atomic__AtomicI16__from_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__from_ptr/summary.json
core::sync::atomic::AtomicI16::get_mut,core__sync__atomic__AtomicI16__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__get_mut/summary.json
core::sync::atomic::AtomicI16::get_mut_slice,core__sync__atomic__AtomicI16__get_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__get_mut_slice/summary.json
core::sync::atomic::AtomicI16::into_inner,core__sync__atomic__AtomicI16__into_inner,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__into_inner/summary.json
core::sync::atomic::AtomicI16::try_update,core__sync__atomic__AtomicI16__try_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__try_update/summary.json
core::sync::atomic::AtomicI16::update,core__sync__atomic__AtomicI16__update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI16__update/summary.json
core::sync::atomic::AtomicI32::as_ptr,core__sync__atomic__AtomicI32__as_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__as_ptr/summary.json
core::sync::atomic::AtomicI32::compare_and_swap,core__sync__atomic__AtomicI32__compare_and_swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__compare_and_swap/summary.json
core::sync::atomic::AtomicI32::fetch_update,core__sync__atomic__AtomicI32__fetch_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__fetch_update/summary.json
core::sync::atomic::AtomicI32::from_mut,core__sync__atomic__AtomicI32__from_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__from_mut/summary.json
core::sync::atomic::AtomicI32::from_mut_slice,core__sync__atomic__AtomicI32__from_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__from_mut_slice/summary.json
core::sync::atomic::AtomicI32::from_ptr,core__sync__atomic__AtomicI32__from_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__from_ptr/summary.json
core::sync::atomic::AtomicI32::get_mut,core__sync__atomic__AtomicI32__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__get_mut/summary.json
core::sync::atomic::AtomicI32::get_mut_slice,core__sync__atomic__AtomicI32__get_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__get_mut_slice/summary.json
core::sync::atomic::AtomicI32::into_inner,core__sync__atomic__AtomicI32__into_inner,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__into_inner/summary.json
core::sync::atomic::AtomicI32::try_update,core__sync__atomic__AtomicI32__try_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__try_update/summary.json
core::sync::atomic::AtomicI32::update,core__sync__atomic__AtomicI32__update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI32__update/summary.json
core::sync::atomic::AtomicI64::as_ptr,core__sync__atomic__AtomicI64__as_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__as_ptr/summary.json
core::sync::atomic::AtomicI64::compare_and_swap,core__sync__atomic__AtomicI64__compare_and_swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__compare_and_swap/summary.json
core::sync::atomic::AtomicI64::fetch_update,core__sync__atomic__AtomicI64__fetch_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__fetch_update/summary.json
core::sync::atomic::AtomicI64::from_mut,core__sync__atomic__AtomicI64__from_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__from_mut/summary.json
core::sync::atomic::AtomicI64::from_mut_slice,core__sync__atomic__AtomicI64__from_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__from_mut_slice/summary.json
core::sync::atomic::AtomicI64::from_ptr,core__sync__atomic__AtomicI64__from_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__from_ptr/summary.json
core::sync::atomic::AtomicI64::get_mut,core__sync__atomic__AtomicI64__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__get_mut/summary.json
core::sync::atomic::AtomicI64::get_mut_slice,core__sync__atomic__AtomicI64__get_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__get_mut_slice/summary.json
core::sync::atomic::AtomicI64::into_inner,core__sync__atomic__AtomicI64__into_inner,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__into_inner/summary.json
core::sync::atomic::AtomicI64::try_update,core__sync__atomic__AtomicI64__try_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__try_update/summary.json
core::sync::atomic::AtomicI64::update,core__sync__atomic__AtomicI64__update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI64__update/summary.json
core::sync::atomic::AtomicI8::as_ptr,core__sync__atomic__AtomicI8__as_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__as_ptr/summary.json
core::sync::atomic::AtomicI8::compare_and_swap,core__sync__atomic__AtomicI8__compare_and_swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__compare_and_swap/summary.json
core::sync::atomic::AtomicI8::fetch_update,core__sync__atomic__AtomicI8__fetch_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__fetch_update/summary.json
core::sync::atomic::AtomicI8::from_mut,core__sync__atomic__AtomicI8__from_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__from_mut/summary.json
core::sync::atomic::AtomicI8::from_mut_slice,core__sync__atomic__AtomicI8__from_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__from_mut_slice/summary.json
core::sync::atomic::AtomicI8::from_ptr,core__sync__atomic__AtomicI8__from_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__from_ptr/summary.json
core::sync::atomic::AtomicI8::get_mut,core__sync__atomic__AtomicI8__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__get_mut/summary.json
core::sync::atomic::AtomicI8::get_mut_slice,core__sync__atomic__AtomicI8__get_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__get_mut_slice/summary.json
core::sync::atomic::AtomicI8::into_inner,core__sync__atomic__AtomicI8__into_inner,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__into_inner/summary.json
core::sync::atomic::AtomicI8::try_update,core__sync__atomic__AtomicI8__try_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__try_update/summary.json
core::sync::atomic::AtomicI8::update,core__sync__atomic__AtomicI8__update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicI8__update/summary.json
core::sync::atomic::AtomicIsize::as_ptr,core__sync__atomic__AtomicIsize__as_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicIsize__as_ptr/summary.json
core::sync::atomic::AtomicIsize::compare_and_swap,core__sync__atomic__AtomicIsize__compare_and_swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicIsize__compare_and_swap/summary.json
core::sync::atomic::AtomicIsize::fetch_update,core__sync__atomic__AtomicIsize__fetch_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicIsize__fetch_update/summary.json
core::sync::atomic::AtomicIsize::from_mut,core__sync__atomic__AtomicIsize__from_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicIsize__from_mut/summary.json
core::sync::atomic::AtomicIsize::from_mut_slice,core__sync__atomic__AtomicIsize__from_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicIsize__from_mut_slice/summary.json
core::sync::atomic::AtomicIsize::from_ptr,core__sync__atomic__AtomicIsize__from_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicIsize__from_ptr/summary.json
core::sync::atomic::AtomicIsize::get_mut,core__sync__atomic__AtomicIsize__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__AtomicIsize__get_mut/summary.json
